Recipe ID,Recipe Name,Category,Meal Type,Diet Type,Fitness Goals,Calories,Protein,Carbohydrates,Fat,Fiber,Prep Time,Cook Time,Difficulty,Cost Level,Equipment,Hostel Friendly,Home Friendly,Regional Tag,ZITLAS Original
ZITLAS-REC-0151,ZITLAS Jowar Roti with Peanut Curry,Breakfast,Breakfast,Vegan,General Fitness; Weight Loss,410,13.0,48.7,19.3,6.5,10,12,Moderate,Budget,Tawa; Kadai,No,Yes,,No
ZITLAS-REC-0152,ZITLAS Foxtail Millet Pongal,Breakfast,Breakfast,Vegetarian,General Fitness,334,12.2,47.2,10.4,8.0,8,15,Easy,Budget,Pressure cooker,No,Yes,South Indian-inspired,No
ZITLAS-REC-0153,ZITLAS Lobia Salad Bowl,Breakfast,Breakfast,Vegan,Weight Loss,154,9.7,28.2,0.7,8.5,6,0,Easy,Budget,No-cook,Yes,Yes,,No
ZITLAS-REC-0154,ZITLAS Whole Green Gram Paratha,Breakfast,Breakfast,Vegan,Muscle Gain; General Fitness,621,30.0,102.1,10.3,22.2,12,10,Moderate,Budget,Tawa,No,Yes,,No
ZITLAS-REC-0155,ZITLAS Curd Rice with Pomegranate,Breakfast,Breakfast,Vegetarian,Weight Loss,264,7.1,40.4,8.9,3.4,6,2,Easy,Moderate,No-cook,Yes,Yes,South Indian-inspired,Yes
ZITLAS-REC-0156,ZITLAS Ragi Idli,Breakfast,Breakfast,Vegan,Weight Loss; General Fitness,704,41.9,131.7,3.3,33.9,15,12,Moderate,Budget,Pressure cooker,No,Yes,South Indian-inspired,No
ZITLAS-REC-0157,ZITLAS Horse Gram (Kulith) Usal Bowl,Breakfast,Breakfast,Vegan,General Fitness; Weight Loss,201,9.7,27.3,6.7,6.9,10,12,Moderate,Budget,Kadai,No,Yes,Maharashtrian-inspired,No
ZITLAS-REC-0158,ZITLAS Peanut Chutney Idli Bowl,Breakfast,Breakfast,Vegan,Weight Loss,697,44.0,92.5,19.6,29.1,8,10,Easy,Budget,Pressure cooker; Mixer,Yes,Yes,South Indian-inspired,Yes
ZITLAS-REC-0159,ZITLAS Masoor Dal Cheela,Breakfast,Breakfast,Vegan,Muscle Gain; Weight Loss,267,15.2,37.2,6.6,6.9,15,8,Moderate,Budget,Tawa; Mixer,Yes,Yes,,No
ZITLAS-REC-0160,ZITLAS Air-Fried Urad Dal Vada Bowl,Breakfast,Breakfast,Vegan,Muscle Gain,500,26.0,63.5,17.5,20.7,20,15,Moderate,Moderate,Air fryer; Mixer,No,Yes,South Indian-inspired,No
