Recipe ID,Recipe Name,Category,Meal Type,Diet Type,Fitness Goals,Calories,Protein,Carbohydrates,Fat,Fiber,Prep Time,Cook Time,Difficulty,Cost Level,Equipment,Hostel Friendly,Home Friendly,Regional Tag,ZITLAS Original
ZITLAS-REC-0201,ZITLAS Oats Waffle with Peanut Butter,Breakfast,Breakfast,Eggetarian,Muscle Gain; General Fitness,342,16.7,32.3,17.1,4.9,8,10,Moderate,Moderate,Tawa,Yes,Yes,,Yes
ZITLAS-REC-0202,ZITLAS Moong Dal Waffle,Breakfast,Breakfast,Vegan,Weight Loss; Muscle Gain,304,17.0,43.1,6.9,11.5,15,10,Moderate,Budget,Tawa,No,Yes,,Yes
ZITLAS-REC-0203,ZITLAS Chicken Tikka Wrap,Breakfast,Breakfast,Non-Vegetarian,Muscle Gain; Body Transformation,452,28.4,50.4,15.2,7.8,15,12,Moderate,Moderate,Oven; Tawa,No,Yes,Punjabi-inspired,No
ZITLAS-REC-0204,ZITLAS Egg Muffin Breakfast Sandwich,Breakfast,Breakfast,Eggetarian,Muscle Gain,281,11.9,29.9,12.6,4.2,5,8,Easy,Budget,Tawa,Yes,Yes,,No
ZITLAS-REC-0205,ZITLAS Aloo Methi Paratha,Breakfast,Breakfast,Vegan,General Fitness,376,10.4,64.1,9.4,10.6,12,10,Moderate,Budget,Tawa,No,Yes,Punjabi-inspired,No
ZITLAS-REC-0206,ZITLAS Rajma Galouti Kebab,Breakfast,Breakfast,Vegan,Muscle Gain; General Fitness,206,8.9,24.6,8.5,6.7,15,10,Moderate,Budget,Tawa; Mixer,No,Yes,Lucknowi-inspired,Yes
ZITLAS-REC-0207,ZITLAS Soya Seekh Kebab,Breakfast,Breakfast,Vegan,Muscle Gain; General Fitness,384,44.1,34.5,8.0,11.9,15,10,Moderate,Moderate,Tawa,No,Yes,North Indian-inspired,Yes
ZITLAS-REC-0208,ZITLAS Chicken Seekh Kebab Roll,Breakfast,Breakfast,Non-Vegetarian,Muscle Gain; Body Transformation,451,27.6,50.8,15.2,8.2,15,12,Moderate,Moderate,Tawa,No,Yes,North Indian-inspired,No
ZITLAS-REC-0209,ZITLAS Egg Kejriwal Toast,Breakfast,Breakfast,Eggetarian,Muscle Gain,375,18.6,32.3,19.1,4.5,5,8,Easy,Budget,Tawa,Yes,Yes,Mumbai-inspired,No
ZITLAS-REC-0210,ZITLAS Moong Dal Pancake Stack,Breakfast,Breakfast,Vegan,Muscle Gain; Weight Loss,301,17.1,42.3,6.9,11.6,15,10,Moderate,Budget,Tawa,No,Yes,,Yes
