Recipe ID,Recipe Name,Category,Meal Type,Diet Type,Fitness Goals,Calories,Protein,Carbohydrates,Fat,Fiber,Prep Time,Cook Time,Difficulty,Cost Level,Equipment,Hostel Friendly,Home Friendly,Regional Tag,ZITLAS Original
ZITLAS-REC-0101,ZITLAS Paneer Tikka Skewers,Breakfast,Breakfast,Vegetarian,Muscle Gain; Body Transformation,353,20.2,7.3,26.4,1.1,15,12,Moderate,Moderate,Oven; Air fryer,No,Yes,Punjabi-inspired,Yes
ZITLAS-REC-0102,ZITLAS Moong Cheela Veg Taco Fold,Breakfast,Breakfast,Vegan,Weight Loss; General Fitness,273,15.3,39.9,5.9,10.9,10,8,Easy,Budget,Tawa,Yes,Yes,,Yes
ZITLAS-REC-0103,ZITLAS Baked Vegetable Frittata Slice,Breakfast,Breakfast,Eggetarian,Muscle Gain; General Fitness,500,35.0,11.2,35.8,2.7,15,25,Moderate,Moderate,Oven,No,Yes,,No
ZITLAS-REC-0104,ZITLAS Chana Pulao Bowl,Breakfast,Breakfast,Vegan,General Fitness; Weight Loss,268,9.0,39.3,8.7,7.7,8,15,Easy,Budget,Pressure cooker,No,Yes,,No
ZITLAS-REC-0105,ZITLAS Chana Masala Toast Boats,Breakfast,Breakfast,Vegan,Muscle Gain; General Fitness,429,15.8,65.2,12.1,13.4,10,12,Moderate,Budget,Kadai,No,Yes,,Yes
ZITLAS-REC-0106,ZITLAS Roasted Flaxseed Peanut Bites,Breakfast,Breakfast,Vegan,General Fitness,898,29.1,61.9,66.2,21.6,15,8,Easy,Moderate,Kadai,Yes,Yes,,Yes
ZITLAS-REC-0107,ZITLAS Paneer Stuffed Naan Bites,Breakfast,Breakfast,Vegetarian,Muscle Gain; General Fitness,534,20.9,62.3,21.8,2.5,20,15,Moderate,Moderate,Tawa,No,Yes,Punjabi-inspired,No
ZITLAS-REC-0108,ZITLAS Egg Drop Vegetable Soup Bowl,Breakfast,Breakfast,Eggetarian,Weight Loss; Muscle Gain,128,7.4,3.5,9.6,1.2,8,10,Easy,Budget,Kadai,No,Yes,,Yes
ZITLAS-REC-0109,ZITLAS Sprouted Chana Chaat Bowl,Breakfast,Breakfast,Vegan,Weight Loss,178,9.4,30.2,2.7,8.3,6,0,Easy,Budget,No-cook,Yes,Yes,,No
ZITLAS-REC-0110,ZITLAS Stuffed Multigrain Dosa,Breakfast,Breakfast,Vegetarian,Muscle Gain; General Fitness,673,41.3,87.2,18.5,24.0,10,12,Moderate,Moderate,Tawa,No,Yes,South Indian-inspired,Yes
ZITLAS-REC-0111,ZITLAS Dahi Poha,Breakfast,Breakfast,Vegetarian,Weight Loss,247,7.2,38.2,7.5,1.3,8,2,Easy,Budget,No-cook,Yes,Yes,South Indian-inspired,No
ZITLAS-REC-0112,ZITLAS Oats Banana Pancake Stack,Breakfast,Breakfast,Vegetarian,Muscle Gain; General Fitness,384,14.4,52.7,14.2,6.6,8,10,Easy,Moderate,Tawa; Mixer,Yes,Yes,,Yes
ZITLAS-REC-0113,ZITLAS Masala Poha Cutlet,Breakfast,Breakfast,Vegan,Weight Loss,659,11.5,129.3,10.0,4.1,8,10,Easy,Budget,Tawa,Yes,Yes,,Yes
ZITLAS-REC-0114,ZITLAS Bengali Fish Curry Rice Bowl,Breakfast,Breakfast,Non-Vegetarian,Muscle Gain; General Fitness,385,26.1,41.4,12.6,3.6,10,15,Moderate,Premium,Kadai,No,Yes,Bengali-inspired,No
ZITLAS-REC-0115,ZITLAS Paneer Bhurji Stuffed Capsicum,Breakfast,Breakfast,Vegetarian,Muscle Gain; Weight Loss,245,12.5,7.5,18.2,2.3,12,12,Moderate,Moderate,Kadai; Pressure cooker,No,Yes,,Yes
ZITLAS-REC-0116,ZITLAS Vegetable Bread Upma,Breakfast,Breakfast,Vegan,Weight Loss,309,8.7,48.0,9.2,7.2,5,8,Easy,Budget,Kadai,Yes,Yes,,Yes
ZITLAS-REC-0117,ZITLAS Soya Chunk Salad Bowl,Breakfast,Breakfast,Vegan,Weight Loss; Muscle Gain,364,42.6,30.0,8.6,11.7,15,0,Easy,Moderate,No-cook,Yes,Yes,,Yes
ZITLAS-REC-0118,ZITLAS Dahi Semiya (Curd Vermicelli),Breakfast,Breakfast,Vegetarian,Weight Loss,252,8.5,36.6,8.4,1.2,8,5,Easy,Budget,Kadai,Yes,Yes,South Indian-inspired,No
ZITLAS-REC-0119,ZITLAS Egg Bhurji Dosa,Breakfast,Breakfast,Eggetarian,Muscle Gain; General Fitness,627,43.3,74.1,18.9,22.0,8,12,Moderate,Moderate,Tawa,Yes,Yes,South Indian-inspired,No
ZITLAS-REC-0120,ZITLAS Peanut Butter Banana Roti Roll,Breakfast,Breakfast,Vegetarian,Muscle Gain; General Fitness,393,13.1,64.4,11.3,10.0,5,5,Easy,Moderate,Tawa,Yes,Yes,,Yes
ZITLAS-REC-0121,ZITLAS Rajma Chaat Bowl,Breakfast,Breakfast,Vegan,Weight Loss,167,10.9,30.6,0.7,8.4,6,0,Easy,Budget,No-cook,Yes,Yes,,No
ZITLAS-REC-0122,ZITLAS Paneer Achari Paratha,Breakfast,Breakfast,Vegetarian,Muscle Gain; General Fitness,476,19.4,51.5,21.2,8.2,12,10,Moderate,Moderate,Tawa,No,Yes,Punjabi-inspired,No
ZITLAS-REC-0123,ZITLAS Moong Dal Dhokla,Breakfast,Breakfast,Vegan,Muscle Gain; Weight Loss,487,29.8,72.2,8.4,19.2,20,15,Moderate,Budget,Pressure cooker; Mixer,No,Yes,Gujarati-inspired,No
ZITLAS-REC-0124,ZITLAS Sattu Ladoo Bites,Breakfast,Breakfast,Vegetarian,General Fitness,701,21.2,94.5,26.2,14.0,15,8,Easy,Budget,Kadai,Yes,Yes,Bihar-inspired,No
ZITLAS-REC-0125,ZITLAS Soya Chunk Biryani Bowl,Breakfast,Breakfast,Vegan,Muscle Gain; General Fitness,392,34.4,41.4,10.0,9.6,15,20,Moderate,Moderate,Pressure cooker,No,Yes,Hyderabadi-inspired,Yes
ZITLAS-REC-0126,ZITLAS Paneer Frankie Roll,Breakfast,Breakfast,Vegetarian,Muscle Gain; General Fitness,506,21.3,52.5,23.2,8.3,12,10,Moderate,Moderate,Tawa,Yes,Yes,Mumbai street-food-inspired,No
ZITLAS-REC-0127,ZITLAS Lauki Paratha with Curd,Breakfast,Breakfast,Vegetarian,Weight Loss,369,11.7,55.5,11.9,8.8,12,10,Moderate,Budget,Tawa,No,Yes,,No
ZITLAS-REC-0128,ZITLAS Egg Toastie Sandwich,Breakfast,Breakfast,Eggetarian,Muscle Gain; General Fitness,375,18.6,32.3,19.1,4.5,8,8,Easy,Budget,Tawa,Yes,Yes,,No
ZITLAS-REC-0129,ZITLAS Curd Chana Dosa,Breakfast,Breakfast,Vegan,Muscle Gain; General Fitness,681,42.8,104.7,12.0,31.6,15,12,Moderate,Budget,Tawa; Mixer,No,Yes,South Indian-inspired,Yes
ZITLAS-REC-0130,ZITLAS Beetroot Paneer Paratha,Breakfast,Breakfast,Vegetarian,Muscle Gain; General Fitness,458,18.0,53.6,19.3,9.0,12,10,Moderate,Moderate,Tawa,No,Yes,,Yes
ZITLAS-REC-0131,ZITLAS Moong Sprouts Uttapam,Breakfast,Breakfast,Vegan,Weight Loss; Muscle Gain,345,19.7,50.4,7.0,13.5,10,10,Moderate,Budget,Tawa; Mixer,No,Yes,South Indian-inspired,Yes
ZITLAS-REC-0132,ZITLAS Roasted Gram Dal Chutney Sandwich,Breakfast,Breakfast,Vegan,Weight Loss,225,9.0,40.2,3.1,7.2,8,0,Easy,Budget,Mixer,Yes,Yes,,Yes
ZITLAS-REC-0133,ZITLAS Multi-Veg Paratha with Protein Raita,Breakfast,Breakfast,Vegetarian,Weight Loss; General Fitness,385,19.4,56.1,9.7,9.2,12,10,Moderate,Budget,Tawa,No,Yes,,Yes
ZITLAS-REC-0134,ZITLAS Chicken Bhurji Toast,Breakfast,Breakfast,Non-Vegetarian,Muscle Gain; Body Transformation,372,25.0,33.3,15.2,5.1,10,12,Moderate,Moderate,Kadai,No,Yes,,No
ZITLAS-REC-0135,ZITLAS Fish Cutlet Sandwich,Breakfast,Breakfast,Non-Vegetarian,Muscle Gain; General Fitness,335,23.6,31.2,12.6,4.5,15,12,Moderate,Premium,Tawa,No,Yes,Kerala-inspired,No
ZITLAS-REC-0136,ZITLAS Fenugreek Seed Paneer Chilla,Breakfast,Breakfast,Vegetarian,General Fitness,330,18.2,29.5,16.0,5.4,15,8,Moderate,Moderate,Tawa,No,Yes,,Yes
ZITLAS-REC-0137,ZITLAS Moong Dal Paratha,Breakfast,Breakfast,Vegan,Muscle Gain; General Fitness,621,30.0,102.1,10.3,22.2,12,10,Moderate,Budget,Tawa,No,Yes,,No
ZITLAS-REC-0138,ZITLAS Buckwheat Vegetable Chilla,Breakfast,Breakfast,Vegan,Weight Loss; General Fitness,239,7.2,38.8,7.8,5.8,10,8,Easy,Moderate,Tawa,No,Yes,,Yes
ZITLAS-REC-0139,ZITLAS Black Chana Ragda Bowl,Breakfast,Breakfast,Vegan,Weight Loss; General Fitness,267,11.3,36.3,9.2,10.0,10,15,Moderate,Budget,Pressure cooker,No,Yes,Mumbai street-food-inspired,No
ZITLAS-REC-0140,ZITLAS Paneer Vegetable Kofta Bowl,Breakfast,Breakfast,Vegetarian,Muscle Gain; General Fitness,304,12.7,16.7,20.4,1.8,20,20,Moderate,Moderate,Pressure cooker; Kadai,No,Yes,,Yes
ZITLAS-REC-0141,ZITLAS Barley Porridge Bowl,Breakfast,Breakfast,Vegetarian,Weight Loss; General Fitness,292,11.1,49.1,6.9,8.0,5,10,Easy,Moderate,Induction/Gas stove,No,Yes,,No
ZITLAS-REC-0142,ZITLAS Soya Chunk Cutlet Sandwich,Breakfast,Breakfast,Vegan,Muscle Gain; General Fitness,516,42.6,62.3,10.6,13.9,15,10,Moderate,Moderate,Tawa; Mixer,Yes,Yes,,No
ZITLAS-REC-0143,ZITLAS Paneer and Vegetable Momos,Breakfast,Breakfast,Vegetarian,Muscle Gain; Weight Loss,569,22.8,77.2,18.1,4.1,25,15,Moderate,Moderate,Pressure cooker,No,Yes,North-East Indian-inspired,Yes
ZITLAS-REC-0144,ZITLAS Mixed Sprouts Dhokla,Breakfast,Breakfast,Vegan,Muscle Gain; Weight Loss,487,29.8,72.2,8.4,19.2,20,15,Moderate,Budget,Pressure cooker; Mixer,No,Yes,Gujarati-inspired,No
ZITLAS-REC-0145,ZITLAS Corn Cheela,Breakfast,Breakfast,Vegan,Weight Loss,236,10.5,33.7,8.2,5.5,8,8,Easy,Budget,Tawa,Yes,Yes,,No
ZITLAS-REC-0146,ZITLAS Roasted Makhana Chaat Bowl,Breakfast,Breakfast,Vegan,Weight Loss,160,3.3,25.4,5.1,4.8,8,5,Easy,Moderate,Kadai,Yes,Yes,,Yes
ZITLAS-REC-0147,ZITLAS Soya Granule Idli,Breakfast,Breakfast,Vegan,Muscle Gain; General Fitness,820,70.8,131.2,3.4,41.2,15,12,Moderate,Budget,Pressure cooker; Mixer,No,Yes,South Indian-inspired,Yes
ZITLAS-REC-0148,ZITLAS Multigrain Paratha with Peanut Chutney,Breakfast,Breakfast,Vegan,General Fitness; Weight Loss,422,12.2,50.8,19.9,8.7,10,10,Moderate,Budget,Tawa; Mixer,No,Yes,,No
ZITLAS-REC-0149,ZITLAS Vermicelli Egg Upma,Breakfast,Breakfast,Eggetarian,Muscle Gain; General Fitness,290,11.3,34.8,12.0,1.9,8,10,Easy,Budget,Kadai,Yes,Yes,South Indian-inspired,No
ZITLAS-REC-0150,ZITLAS Paneer Sprouts Salad Bowl,Breakfast,Breakfast,Vegetarian,Weight Loss; Muscle Gain,444,30.4,49.4,13.0,13.4,8,0,Easy,Moderate,No-cook,Yes,Yes,,Yes
